CHAPTER_ID	TEXT_ID	PARAGRAPH_ID	TEXT	LABEL
1	95	8	Daar zit ze dan te naaien, te breien of te borduren.	C
1	96	8	Maar tel nu eens de steken die ze doet gedurende het heele bedryf.	E
1	97	8	Ze praat, ze zucht, ze loopt naar 't venster, maar werken doet ze niet.	S
1	98	8	De familie die van dezen arbeid leven kan, heeft weinig noodig.	C
1	99	8	Zoo'n meisjen is natuurlyk de heldin.	S
1	100	8	Ze heeft eenige verleiders de trappen afgeworpen, ze roept gedurig: ”o myne moeder, o, myne moeder!	S
1	101	8	“ en stelt dus de deugd voor.	S
1	102	8	Wat is dat voor een deugd, die een vol jaar noodig heeft voor een paar wollen kousen?	S
1	103	8	Geeft dit alles niet valsche denkbeelden van deugd, en ” werken voor den kost?	S
1	104	8	Alles gekheid en leugens!	S
1	105	9	Dan komt haar eerste minnaar - die vroeger klerk was aan 't kopieboek, maar nu schatryk - op-eens terug, en trouwt haar.	E
1	106	9	Ook weer leugens.	C
1	107	9	Wie geld heeft, trouwt geen meisjen uit een gefailleerd huis.	C
1	108	9	En als ge meent, dat dit op het tooneel er dóór kan als uitzondering, blyft toch myn aanmerking bestaan, dat men den zin voor waarheid bederft by het volk, dat de uitzondering als regel aanneemt, en dat men de publieke zedelykheid ondermynt, door het te gewennen iets toetejuichen op het tooneel, wat door elk fatsoenlyk makelaar of koopman voor een bespottelyke krankzinnigheid wordt gehouden in de wereld.	C
1	109	9	Toen ik trouwde, waren wy op 't kantoor van myn schoonvader - Last & Co - met ons dertienen, en er ging wat om!	S
1	110	10	En nog meer leugens op het tooneel.	S
1	111	10	Als de held met zyn styven komediestap weggaat om 't verdrukte vaderland te redden, waarom gaat dan de dubbele achterdeur altyd vanzelf open?	S
1	112	10	En verder, hoe kan de persoon die in verzen spreekt, voorzien wat de ander te antwoorden heeft, om hem 't rym gemakkelyk te maken?	S
1	113	10	Als de veldheer tot de prinses Zegt: ” mevrouw, het is te laat, de poorten zyn gesloten	C
1	114	10	hoe kan hy dan vooruit weten, dat zy zeggen wil:	S
1	115	10	” welaan dan, onversaagd, men doe het zwaard ontblooten?	S
1	116	10	Want als zy nu eens, hoorende dat de poort toe was, antwoordde dat ze dan wat wachten zou tot er geopend werd, of dat zy een andermaal eens terug zou komen, waar bleef dan maat en rym?	S
1	117	10	Is het dus niet een pure leugen, als de veldheer de prinses vragend aanziet, om te weten wat ze doen wil na 't poortsluiten?	S
1	118	10	Nog-eens: als 't mensch nu eens lust had gehad te gaan slapen, in plaats van iets te ontblooten?	S
1	119	10	Alles leugens!	S
1	120	11	En dan die beloonde deugd!	S
1	121	11	O, o, o!	S
1	122	11	Ik ben sedert zeventien jaren makelaar in koffi - Lauriergracht, N 37 - en heb dus al zoo-iets bygewoond, maar het stuit my altyd vreeselyk, als ik de goede lieve waarheid zóó zie verdraaien.	C
1	123	11	Beloonde deugd?	S
1	124	11	Is 't niet om van de deugd een handelsartikel te maken?	S
1	125	11	Het is zoo niet in de wereld, en 't is goed dat het niet zoo is.	C
1	126	11	Want waar bleef de verdienste, als de deugd beloond werd?	S
1	127	11	Waartoe dus die infame leugens altyd voorgewend?	S
1	128	12	Daar is by-voorbeeld Lukas, onze pakhuisknecht, die reeds by den vader van Last & Co heeft gewerkt - de firma was toen Last & Meyer, maar de Meyers zyn er lang uit - dàt was dan toch wel een deugdzaam man.	C
1	129	12	Geen boon kwam er ooit te-kort, hy ging stipt naar de kerk, en drinken deed hy niet.	C
1	130	12	Als myn schoonvader te Driebergen was, bewaarde hy het huis, en de kas, en alles.	C
1	131	12	Eens heeft hy aan de Bank zeventien gulden te veel ontvangen, en, hy bracht ze terug.	E
1	132	12	Hy is nu oud en jichtig, en kan niet meer dienen.	C
1	133	12	Nu heeft hy niets, want er gaat veel by ons om, en we hebben jong volk noodig.	C
1	134	12	Welnu, ik houd dien Lukas voor zeer deugdzaam, maar wordt hy nu beloond?	S
1	135	12	Komt er een prins die hem diamanten geeft, of een fee die hem boterhammen smeert?	S
1	136	12	Waarachtig niet!	S
1	137	12	Hy is arm, en blyft arm, en dit moet ook zoo wezen.	S
1	138	12	Ik kan hem niet helpen - want we hebben jong volk noodig, omdat er zooveel by ons omgaat - maar al kon ik, waar bleef zyn verdienste, als hy nu op zyn ouden dag een gemakkelyk leven leiden kon?	S
1	139	12	Dan zouden alle pakhuisknechts wel deugdzaam worden, en iedereen, hetgeen Gods bedoeling niet wezen kan, omdat er dan geen byzondere belooning voor de braven overbleef hier-namaals.	C
1	140	12	Maar op een tooneel verdraaien ze dat... alles leugens!	E
1	141	13	Ik ben ook deugdzaam, maar vraag ik hiervoor belooning?	S
1	142	13	Als myn zaken goed gaan - en dit doen ze - als myn vrouw en kinderen gezond zyn, zoodat ik geen gemaal heb met dokter en apteker... als ik jaar-in jaar-uit een sommetje kan ter-zy leggen voor den ouden dag... als Frits knap opgroeit, om later in myn plaats te komen als ik naar Driebergen ga... zie,	S
1	143	13	dan ben ik heel tevreden.	S
1	144	13	Maar dit alles is een natuurlyk gevolg van de omstandigheden, en omdat ik op de zaken pas. Voor myn deugd eisch ik niets.	C
1	145	14	En dat ik toch deugdzaam bèn, blykt uit myn liefde voor de waarheid.	S
1	146	14	Deze is, na myn gehechtheid aan het geloof, myn hoofdneiging.	S
1	147	14	En ik wenschte dat ge hiervan overtuigd waart, lezer, omdat het de verontschuldiging is voor 't schryven van dit boek.	S
1	148	15	Een tweede neiging, die my even sterk als waarheidsliefde beheerscht, is de hartstocht voor myn vak.	S
1	149	15	Ik ben namelyk makelaar in koffi, Lauriergracht N 37.	C
1	150	15	Welnu, lezer, aan myn onkreukbare liefde voor de waarheid, en aan myn yver voor de zaken, hebt gy te danken dat deze bladen geschreven zyn.	S
1	151	15	Ik zal u vertellen hoe dit is toegegaan.	S
1	152	15	Daar ik nu voor 't oogenblik afscheid van u neem - ik moet naar de beurs - noodig ik u straks op een tweede hoofdstuk.	C
1	153	15	Tot weerziens dus!	S
1	154	16	Eilieve, steek het by u...	S
1	155	16	't is een kleine moeite... het kan te-pas komen...	S
1	156	16	ei zie, daar is het:	S
1	157	16	een adreskaartje!	E
1	158	16	Die Co ben ik, sedert de Meyers er uit zyn...	C
1	159	16	de oude Last is myn schoonvader.	C
1	160	16	LAST & Co MAKELAARS IN KOFFI Lauriergracht, N 37	C
2	161	17	Het was slap op de beurs, maar de voorjaarsveiling zal 't wel goed maken.	S
2	162	17	Denk niet dat er niets by ons omgaat.	S
2	163	17	By Busselinck & Waterman is 't nog slapper.	C
2	164	17	Een vreemde wereld!	S
2	165	17	Men woont zoo iets by, als men zoo'n twintig jaren de beurs bezoekt.	S
2	166	17	Verbeeld u dat ze daar getracht hebben - Busselinck & Waterman, meen ik - my Ludwig Stern aftenemen.	S
2	167	17	Daar ik niet weet of gy aan de beurs bekend zyt, wil ik u even zeggen dat Stern een eerst huis is in koffi te Hamburg, dat altyd door Last & Co is bediend geworden.	C
2	168	17	Heel toevallig kwam ik daar achter...	C
2	169	17	ik meen achter de knoeiery van Busselinck & Waterman.	S
2	170	17	Zy zouden een kwart procent van de courtage laten vallen - onderkruipers zyn het, anders niet! - en zie nu eens wat ik gedaan heb om dien slag afteweren.	S
2	171	17	Een ander in myn plaats had misschien aan Ludwig Stern geschreven dat hy ook wat zou laten vallen, dat hy hoopte op konsideratie om de langdurige diensten van Last & Co... ik heb uitgerekend dat de firma, sedert ruim vyftig jaren, vier ton aan Stern verdiend heeft.	S
2	172	17	Die konnexie dateert van 't kontinentaal stelsel, toen wy dekoloniale waren insmokkelden van Helgoland.	C
2	173	17	Ja, wie weet wat 'n ander al zoo zou geschreven hebben.	S
2	174	17	Maar neen, onderkruipen doe ik niet.	S
2	175	17	Ik ben naar Polen gegaan liet me pen en papier geven, en schreef:	S
2	176	18	Dat de groote uitbreiding die onze zaken den laatsten tyd genomen hadden, vooral door de vele geëerde orders uit Noord-Duitschland...	C
2	177	19	't Is de zuivere waarheid!	S
2	178	20	... dat die uitbreiding eenige vermeerdering van ons personeel noodzakelyk maakte.	C
2	179	21	't Is de waarheid!	E
2	180	21	Gister-avend nog was de boekhouder na elven op 't kantoor, om zyn bril te zoeken.	E
2	181	22	Dat vooral zich de behoefte deed gevoelen aan fatsoenlyke, welopgevoede jongelieden, voor de korrespondentie in het duitsch.	C
2	182	22	Dat wel-is-waar veel duitsche jongelingen, in Amsterdam aanwezig, hiertoe de vereischte bekwaamheden bezaten, maar dat een huis dat zich respekteert...	C
2	183	23	't Is de zuivere waarheid!	S
2	184	24	... by de toenemende ligtzinnigheid en onzedelykheid onder de jeugd, by het dagelyks aangroeien van het getal fortuinzoekers, en met het oog op de noodzakelykheid om soliditeit van gedrag, hand-aan-hand te doen gaan met soliditeit in de uitvoering, van de gegeven orders...	C
2	185	25	't Is, waarachtig, alles de zuivere waarheid!	S
2	186	26	... dat zulk een huis - ik bedoel Last & Co, makelaars in koffi, Lauriergracht N. 37 - niet omzichtig genoeg wezen kon met het engageeren van sujetten.	C
2	187	27	Dit alles is de zuivere waarheid, lezer!	C
2	188	27	Weet ge wel, dat de jonge Duitscher, die op de beurs by pilaar 17 stond, weggeloopen is met de dochter van Busselinck & Waterman?	E
2	189	27	Onze Marie wordt ook al dertien in September.	C
2	190	28	... dat ik de eer had gehad van den heer Saffeler te vernemen - Saffeler reist voor Stern - dat de geachte chef der firma, de heer Ludwig Stern, een zoon had, den heer Ernest Stern, die ter volmaking zyner kommercieele kennis, eenigen tyd in een hollandsch huis wenschte geëmploieerd te zyn.	C
2	191	28	Dat ik met het oog op...	C
2	192	29	Hier herhaalde ik weer al die onzedelykheid, en vertelde de geschiedenis der dochter van Busselinck & Waterman.	S
2	193	29	Niet om iemand zwart te maken...	S
2	194	29	neen, bekladden ligt nu juist heelemaal niet in myn manier!	S
2	195	29	Maar... het kan nooit kwaad dat ze 't weten, dunkt me.	S
2	196	30	... dat ik met het oog dáárop, niets liever wenschte dan den heer Ernest Stern belast te zien met de duitsche korrespondentie van ons huis.	S
2	197	31	Uit kiesheid vermeed ik alle toespeling op honorarium of salaris.	C
2	198	31	Maar ik voegde er by:	C
2	199	32	Dat, indien de heer Ernest Stern het verblyf ten onzen huize - Lauriergracht N 37 - wilde voor lief nemen, myn vrouw zich bereid verklaarde als een moeder voor hem te zorgen, en dat zyn linnengoed in huis zou versteld worden.	C
2	200	33	Dit is de zuivere waarheid, want Marie stopt en maast heel lief.	S
2	201	33	En ten-slotte:	S
2	202	34	Dat by ons de Heer gediend werd.	C
2	203	35	Die kan hy in zyn zak steken, want de Sterns zyn Luthersch.	C
2	204	35	En ik verzond myn brief.	S
2	205	35	Ge begrypt dat de oude Stern niet goedschiks by Busselinck	C
2	206	35	Waterman	C
2	207	35	kan overgaan, als de jonge by ons aan 't kantoor is.	C
2	208	35	Ik ben zeer benieuwd naar het antwoord.	S
2	209	36	Om nu terug te komen op myn boek.	S
2	210	36	Voor eenigen tyd kom ik 's avends door de Kalverstraat, en bleef staan kyken naar den winkel van een kruienier, die zich bezighield met het sorteeren van een partytje Java, ordinair, mooi-geel, Cheribonaard, iets gebroken, met veegsel, dat me zeer interesseerde, want ik let altyd op alles.	S
2	211	36	Daar viel my op-eenmaal een heer in 't oog, die daarnaast voor een boekwinkel stond en me bekend voorkwam.	S
2	212	36	Hy scheen ook my te herkennen, want onze blikken ontmoetten elkander gedurig.	S
2	213	36	Ik moet betuigen dat ik te verdiept was in 't veegsel, om terstond optemerken, wat ik namelyk later zag, dat hy vry kaal in de kleeren stak.	S
2	214	36	Anders had ik de zaak daarby gelaten.	S
2	215	36	Maar op-eens schoot my de gedachte in, dat hy misschien reiziger was van een duitsch huis, die een solieden makelaar zocht.	S
2	216	36	Hy had dan ook wel iets van een Duitscher, en van een reiziger ook.	C
2	217	36	Hy was zeer blond, had blauwe oogen, en in houding en kleeding	C
2	218	36	iets dat den vreemdeling verraadde.	C
2	219	36	In-plaats van een behoorlyken winterjas, hing hem een soort van sjaal over den schouder - Frits zegt ”shawl“ maar dit doe ik niet - alsof hy zoo van de reis kwam.	C
2	220	36	Ik meende een klant te zien, en gaf hem een adreskaartje:	E
2	221	36	Last & Co, makelaars in koffi, Lauriergracht N 37.	C
2	222	36	Hy hield het by de gasvlam, en zeide:	E
2	223	36	”ik dank u, maar ik heb me vergist.	E
2	224	36	Ik dacht het genoegen te hebben een ouden schoolkameraad voor me te zien, maar...	S
2	225	36	Last ?	E
2	226	36	Dit is de naam niet.	S
2	227	37	- Pardon, zei ik - want ik ben altyd beleefd - ik ben m'nheer Droogstoppel, Batavus Droogstoppel.	S
2	228	37	Last en Co is de firma, makelaars in koffi, Lauriergr...	C
2	229	38	- Wel, Droogstoppel, kent ge my niet meer?	E
2	230	38	Zie my eens goed aan.	C
2	231	39	Hoe meer ik hem aanzag, hoe meer ik my herinnerde hem meer gezien te hebben.	S
2	232	39	Maar, zonderling, zyn gelaat deed my de uitwerking alsof ik vreemde parfumerien rook.	S
2	233	39	Lach hier niet om, lezer, straks zult ge zien hoe dit kwam.	S
2	234	39	Ik ben verzekerd dat hy geen drup reukwerk by zich droeg, en toch rook ik iets aangenaams, iets sterks, iets wat me herinnerde aan ...	S
2	235	39	daar had ik het!	S
2	236	40	- Zyt gy het, riep ik, die my van den Griek hebt verlost?	S
2	237	41	- Wel zeker, zeide hy, dat was ik.	S
2	238	41	En hoe gaat het U ?	S
2	239	42	Ik vertelde dat we met ons dertienen op 't kantoor waren, en dat er zooveel by ons omging.	C
2	240	42	En toen vroeg ik hoe het hèm ging, wat me later speet, want hy scheen niet in goede omstandigheden te verkeeren, en ik houd niet van arme menschen, omdat er gewoonlyk eigen schuld onder loopt, daar de Heer niet iemand verlaten zou, die hem trouw gediend had.	S
2	241	42	Had ik eenvoudig gezegd, ”we zyn met ons dertienen, en... goeien avend verder!	S
2	242	42	dan was ik van hem af geweest.	S
2	243	42	Maar door dat vragen en antwoorden werd het hoe langer hoe moeielyker - Frits zegt:	S
2	244	42	hoe langs zoo moeielyker, maar dit doe ik niet - hoe moeielyker dus, om van hem verlost te worden.	S
2	245	42	Aan den anderen kant moet ik ook weer erkennen dat ge dan dit boek niet hadt te lezen gekregen, want het is een gevolg van die ontmoeting.	C
2	246	42	Ik houd er van, het goede optemerken, en wie dit niet doen, zyn ontevreden menschen die ik niet lyden kan.	S
2	247	43	Ja, ja, hy was het, die my uit de handen van den Griek had verlost!	S
2	248	43	Denk nu niet dat ik ooit door zeeroovers ben genomen geweest, of dat ik twist heb gehad in den Levant.	S
2	249	43	Ik heb u reeds gezegd dat ik na myn trouwen, met myn vrouw naar den Haag ben gegaan.	C
2	250	43	Daar hebben wy het Mauritshuis gezien, en flanel gekocht in de Veenestraat.	C
2	251	43	Dit is het eenige uitstapje dat de zaken my ooit hebben veroorloofd, omdat er zooveel by ons omgaat.	S
2	252	43	Neen, in Amsterdam zelf had hy om-mynentwil een Griek den neus aan 't bloeden geslagen.	E
2	253	43	Want hy bemoeide zich altyd met dingen die hem niet aangingen.	C
2	254	44	Het was in drie of vier en dertig, geloof ik, en in September, want er was kermis te Amsterdam.	C
2	255	44	Daar myn oude luî van voornemen waren een predikant van my te maken, leerde ik latyn.	C
2	256	44	Later heb ik myzelf dikwyls afgevraagd, waarom men latyn moet verstaan, om in 't hollandsch te zeggen:	S
2	257	44	”God is goed?	S
2	258	44	Genoeg, ik was op de latynsche school - nu zeggen ze gymnasium - en daar was kermis... in Amsterdam, meen ik.	S
2	259	44	Op de Westermarkt stonden kramen, en als ge een Amsterdammer zyt, lezer, en nagenoeg van myn leeftyd, zult ge u herinneren hoe daaronder één was, die uitmuntte door de zwarte oogen en de lange vlechten van een meisje, dat als een Griekin gekleed was.	S
2	260	44	Ook haar vader was een Griek, of althans hy zag er uit als een Griek.	C
2	261	44	Ze verkochten allerlei reukgoed.	C
2	262	45	Ik was juist oud genoeg om het meisje mooi te vinden, zonder evenwel den moed te hebben haar aantespreken.	S
2	263	45	Dit zou my ook weinig gebaat hebben, want meisjes van achttien jaren beschouwen een jongen van zestien, als een kind.	C
2	264	45	En hierin hebben ze groot gelyk.	C
2	265	45	Toch kwamen wy, jongens van quarta, altyd 's avends op de Westermarkt om dat meisje te zien.	E
2	266	46	Nu was hy die daar voor me stond met zyn sjaal, eens daarby, schoon hy een paar jaren jonger was dan de anderen, en dus nog te kinderachtig om naar de Griekin te kyken.	C
2	267	46	Maar hy was de primus van onze klasse - want knap was hy, dit moet ik erkennen - en hy hield veel van spelen, stoeien en vechten.	C
2	268	46	Dáárom was hy by ons.	C
2	269	46	Terwyl we dus - we waren wel met ons tienen - vry ver van de kraam af, naar die Griekin stonden te kyken, en beraadslaagden hoe wy 't moesten aanleggen om kennis met haar te maken, werd er besloten geld by-een te leggen om iets in die kraam te koopen.	C
2	270	46	Maar toen was de goede raad duur, om te weten wie de stoute schoenen zou aantrekken om het meisjen aantespreken.	S
2	271	46	Ieder wilde, maar niemand durfde.	S
2	272	46	Er werd geloot, en het lot viel op my.	E
2	273	46	Nu erken ik, dat ik niet gaarne gevaren trotseer.	S
2	274	46	Ik ben man en vader, en houd ieder die het gevaar zoekt, voor een gek, wat ook in de Schrift staat.	C
2	275	46	Het is my inderdaad aangenaam optemerken hoe ik my in myn denkbeelden over gevaar en zulke dingen, gelyk ben gebleven, daar ik thans over zoo-iets nog juist dezelfde meening koester, als dien avend toen ik daar by de kraam van den Griek stond, met de twaalf stuivers die we saamgelegd hadden, in de hand.	S
2	276	46	Maar zie, uit valsche schaamte durfde ik niet zeggen dat ik niet durfde, en bovendien, ik moest wel vooruit, want myn makkers drongen me, en weldra stond ik voor de kraam.	S
2	277	47	Het meisje zag ik niet:	S
2	278	47	ik zag niets!	S
2	279	47	Alles werd me groen en geel voor de oogen.	S
2	280	47	Ik stamelde een aoristus primus van ik	S
2	281	47	weet niet welk werkwoord...	S
2	282	48	- Plaît-il?	E
2	283	48	zeide zy.	E
2	284	49	Ik herstelde my eenigszins, en ging voort:	E
2	285	50	- Meenin aeide thea, en... dat Egypte een geschenk van den Nyl was.	C
2	286	51	Ik ben overtuigd dat ik in de kennismaking zou geslaagd zyn, indien niet op dat oogenblik een myner makkers uit kinderachtige baldadigheid my een zoo harden stoot in den rug had gegeven, dat ik heel onzacht tegen de uitstalkast aanvloog, die op halvemanshoogte de voorzy van de kraam afsloot.	S
2	287	51	Ik voelde een greep in myn nek... een tweeden greep veel lager ... ik zweefde een oogenblik...	S
2	288	51	en vóór ik recht begreep hoe de zaken stonden, was ik in de kraam van den Griek, die in verstaanbaar fransch zei dat ik een gamin was, en dat hy de policie roepen zou.	S
2	289	51	Nu was ik wel dicht by het meisje, maar genoegen deed het me niet.	S
2	290	51	Ik schreide, en bad om genade, want ik zat vreeselyk in angst.	S
2	291	51	Maar het baatte niet.	S
2	292	51	De Griek hield me by den arm, en schopte my.	E
2	293	51	Ik zocht naar myn makkers - we hadden juist dien morgen veel over Scaevola te doen gehad, die zyn hand in 't vuur stak, en in hun latynsche opstellen hadden ze dit zoo heel mooi gevonden - jawel!	S
2	294	51	Niemand was daar gebleven om voor my een hand in 't vuur te steken...	S
2	295	52	Zóó meende ik.	S
2	296	52	Maar zie, daar vloog op-eens myn Sjaalman door de achterdeur de kraam in.	E
2	297	52	Hy was niet groot of sterk, en pas een jaar of dertien oud, maar hy was een vlug en dapper mannetje.	C
2	298	52	Nog zie 'k zyn oogen flikkeren - anders zagen ze flauw - hy gaf den Griek een vuistslag, en ik was gered.	S
